	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
augustus_masked-NW_019168381.1-processed-gene-100.1	243.754226303475	-2.68234181091548	1.2555003828029	-2.13647231626259	0.0326409351118137	0.087708930833076
augustus_masked-NW_019168381.1-processed-gene-100.2	39.0731986616778	1.69861171257637	1.439365217635	1.18011168518254	0.237955797709819	0.400496079881914
augustus_masked-NW_019168381.1-processed-gene-100.3	196.891308938494	1.82905132562715	1.35799125598692	1.34688004621789	0.178018868951096	0.332016707526165
augustus_masked-NW_019168381.1-processed-gene-101.0	28.2085474841553	0.310124336606152	1.23104324489313	0.251919936925592	0.80110294902812	0.878600951705841
augustus_masked-NW_019168381.1-processed-gene-101.1	39.2812525892428	0.239940574721852	1.46067332264762	0.164267102713244	0.869520878102106	0.922355613515723
augustus_masked-NW_019168381.1-processed-gene-101.2	22.5958702412921	2.95637056325133	1.52375905885429	1.94018243637168	0.0523575222502196	0.128537080171464
augustus_masked-NW_019168381.1-processed-gene-102.0	15.3917776111849	0.520387867420399	1.29932276912699	0.400507002405606	0.688783126964443	0.800670708648759
augustus_masked-NW_019168381.1-processed-gene-103.0	4.35073812069371	1.51487682566965	1.67463195090842	0.904602844134136	0.365675828049509	NA
augustus_masked-NW_019168381.1-processed-gene-103.1	22.2591132524578	0.650012658469155	0.956994918832956	0.679222685175631	0.496996775679429	0.645807787070888
augustus_masked-NW_019168381.1-processed-gene-103.2	110.871033534119	-0.689145338476364	0.560891155353677	-1.22866144687522	0.219198766669552	0.38165928484828
augustus_masked-NW_019168381.1-processed-gene-103.3	759.176224922081	0.133575375373452	0.482687985097046	0.276732339518656	0.781985637895307	0.865631934872589
augustus_masked-NW_019168381.1-processed-gene-103.4	24.561360865538	0.61109354647261	1.08736194023513	0.56199644650103	0.574118440205808	0.705669311501729
augustus_masked-NW_019168381.1-processed-gene-103.5	31.1586726956303	-0.165364807732904	0.807269126555433	-0.204844707041511	0.837693456401312	0.90614360088242
augustus_masked-NW_019168381.1-processed-gene-103.6	306.297049137636	1.3332625685766	0.53242390523097	2.50413731516848	0.0122750383719498	0.0396336438953514
augustus_masked-NW_019168381.1-processed-gene-103.7	87.8984445281177	2.59701821691091	0.778622614385479	3.33540044808561	0.00085176645221917	0.00396966443551567
augustus_masked-NW_019168381.1-processed-gene-103.8	2685.99723723038	1.70325503370366	0.430168649066769	3.95950527170865	7.51051866744716e-05	0.000451078174729416
augustus_masked-NW_019168381.1-processed-gene-104.0	36.7667710262528	0.957640661125707	0.601070407089013	1.59322543554185	0.111109627096827	0.232111001533538
augustus_masked-NW_019168381.1-processed-gene-104.1	5.51795433522455	1.7366231480946	1.62520619347639	1.06855558086441	0.285269972920588	NA
augustus_masked-NW_019168381.1-processed-gene-104.2	147.954090274421	-0.388319702844339	0.379676384262654	-1.0227649623204	0.306418987986338	0.472386186215761
augustus_masked-NW_019168381.1-processed-gene-104.3	41.174854106493	-2.42078755742182	1.13800022004004	-2.12722942824796	0.0334010251260899	0.0892758525886748
augustus_masked-NW_019168381.1-processed-gene-105.0	10.9833999949475	-3.87582776063509	1.3577540169487	-2.85458758527211	0.00430927476651634	NA
augustus_masked-NW_019168381.1-processed-gene-105.1	3.07584294810671	1.67264630093813	1.60086866277305	1.04483668138069	0.296098458337056	NA
augustus_masked-NW_019168381.1-processed-gene-105.2	466.88211977726	-2.04177594884405	0.579463888984058	-3.52356029022583	0.000425790214152013	0.00214811163039691
augustus_masked-NW_019168381.1-processed-gene-105.3	15.5707027897802	2.47815037044501	1.55183822508354	1.59691282917818	0.110285139655869	0.230627369767402
augustus_masked-NW_019168381.1-processed-gene-106.0	7.68092192001078	1.30062095988324	1.60399355934506	0.810864203478664	0.417443659206392	NA
augustus_masked-NW_019168381.1-processed-gene-106.1	18.5015632037443	1.29196825184961	1.55269509594	0.832081105445535	0.40536316607777	0.562988898241528
augustus_masked-NW_019168381.1-processed-gene-106.2	6.16295997337672	1.53031956836888	1.61756070919434	0.946066233972193	0.344114804743706	NA
augustus_masked-NW_019168381.1-processed-gene-106.3	15.8864961695236	0.666797655121089	1.61447625628005	0.413011744537805	NA	NA
augustus_masked-NW_019168381.1-processed-gene-106.4	30.4680642389168	1.47650974197734	1.52752301497502	0.966603925114338	0.333742071662772	0.493762097225421
augustus_masked-NW_019168381.1-processed-gene-106.5	1.79642567991488	1.76483172825349	1.79453212106719	0.983449506160949	0.325386255139548	NA
augustus_masked-NW_019168381.1-processed-gene-106.6	3.08643695621923	1.15619608834414	1.70336417176535	0.67877210728571	0.497282269638417	NA
augustus_masked-NW_019168381.1-processed-gene-106.7	2.40940489853247	2.33989416041446	1.79100500978845	1.3064699136106	0.191392803969341	NA
augustus_masked-NW_019168381.1-processed-gene-106.8	9.48626480531595	1.51056760776185	1.41204066937932	1.06977627522997	0.284720023729942	NA
augustus_masked-NW_019168381.1-processed-gene-107.0	7.3894247540339	1.53304552304543	1.74015626271288	0.880981527863154	0.378327818137335	NA
augustus_masked-NW_019168381.1-processed-gene-107.1	19.3297759553318	1.52131964571413	1.55111208734493	0.980792850578715	0.326694904606604	0.490481920701887
augustus_masked-NW_019168381.1-processed-gene-107.2	4.09539685690539	1.10346728166811	1.68473628734292	0.65497923322376	0.512481124647127	NA
augustus_masked-NW_019168381.1-processed-gene-107.3	38.1382532666153	2.10630175566507	1.07173837071654	1.96531337611515	0.0493779783730166	0.122113676907779
augustus_masked-NW_019168381.1-processed-gene-107.4	8.67355944467827	2.79166909224605	1.58240766404407	1.76419083127513	0.0776998558816077	NA
augustus_masked-NW_019168381.1-processed-gene-107.5	15.1636953513192	1.52997961949505	1.58486974207705	0.965366161568541	0.33436144395245	0.494316039484281
augustus_masked-NW_019168381.1-processed-gene-107.6	5.70465269259498	2.63309417128896	1.71623379475192	1.53422813333516	0.12497353874871	NA
augustus_masked-NW_019168381.1-processed-gene-107.7	15.2185620630083	1.88795860689775	1.54259035894569	1.22388850413153	0.220994290864327	0.382981594072044
augustus_masked-NW_019168381.1-processed-gene-108.0	4.59536796699185	2.01514713344241	1.61970956753401	1.2441410323398	0.213447661716708	NA
augustus_masked-NW_019168381.1-processed-gene-108.1	27.5326081095576	1.58430503168741	1.57171745385528	1.00800880450952	0.313450235469928	0.477751189711718
augustus_masked-NW_019168381.1-processed-gene-108.10	4.73484220473379	1.54714492908409	1.64264622502507	0.941861312261852	0.346263649638748	NA
augustus_masked-NW_019168381.1-processed-gene-108.11	13.0758938432004	1.09765666746837	1.60282240960184	0.684827377563957	0.49345285713295	0.642443784318899
augustus_masked-NW_019168381.1-processed-gene-108.12	31.6468201577424	1.56498280341187	1.52791929313878	1.02425750524882	0.305713663729012	0.472235618189222
augustus_masked-NW_019168381.1-processed-gene-108.13	6.27249743637018	1.27334327379693	1.75899086919512	0.72390556204512	0.469123715058858	NA
augustus_masked-NW_019168381.1-processed-gene-108.14	7.30515412171474	1.75583347059115	1.7506127588549	1.00298221963129	NA	NA
augustus_masked-NW_019168381.1-processed-gene-108.2	15.2907161195774	3.54849431368506	1.51945886368682	2.33536714845638	0.0195242490649339	0.0581119979543313
augustus_masked-NW_019168381.1-processed-gene-108.3	6.20006157174755	1.09968503324915	1.67068888041886	0.658222512963306	0.510395160585939	NA
augustus_masked-NW_019168381.1-processed-gene-108.4	42.8377320117147	1.61924461861468	1.39233672256645	1.16296912404205	0.244842029843429	0.407793307295569
augustus_masked-NW_019168381.1-processed-gene-108.5	4.10290485584482	2.10436874089802	1.66827121130861	1.26140685437312	0.207162300041661	NA
augustus_masked-NW_019168381.1-processed-gene-108.6	13.0401069934883	2.56225733767984	1.53165243331308	1.67287126109772	0.0943526424755778	0.203218288120839
augustus_masked-NW_019168381.1-processed-gene-108.7	1.68705666378827	0.768291081769818	1.79702308929581	0.427535453687956	0.668989367687793	NA
augustus_masked-NW_019168381.1-processed-gene-108.8	1.92146388299026	2.2602366844327	1.78936374292922	1.26315104649022	0.206534901855001	NA
augustus_masked-NW_019168381.1-processed-gene-108.9	1.75323891368815	1.4970281529337	1.79183096089103	0.835473984772128	0.403450888609374	NA
augustus_masked-NW_019168381.1-processed-gene-109.0	2.01830443773689	2.16014647309121	1.78619026740525	1.20935967041697	0.226524695548403	NA
augustus_masked-NW_019168381.1-processed-gene-109.1	38.7109152091834	2.34493912011206	1.35219297284461	1.73417490491687	0.082887054191676	0.18300445881707
augustus_masked-NW_019168381.1-processed-gene-109.2	34.0970058823793	1.8744484621109	1.51482846624353	1.23739981382787	0.215938687892125	0.377700612703429
augustus_masked-NW_019168381.1-processed-gene-109.3	16.5588565881333	1.17904353801318	1.56322663223788	0.754237110408801	0.450706857746941	0.602734551977023
augustus_masked-NW_019168381.1-processed-gene-109.4	7.48936457330183	1.21612385942607	1.73683784059896	0.700194244389955	0.483806005544071	NA
augustus_masked-NW_019168381.1-processed-gene-109.5	20.0319879932025	2.34722500517346	1.41338017125126	1.66071737308686	0.0967702225330117	0.207086223829923
augustus_masked-NW_019168381.1-processed-gene-109.6	10.9835092661459	2.31694968109473	1.56216809422473	1.48316284890237	0.138031149136858	NA
augustus_masked-NW_019168381.1-processed-gene-109.7	38.0753990801965	2.2473848045125	1.21600564467975	1.84816971396904	0.0645777952287065	0.150656636730092
augustus_masked-NW_019168381.1-processed-gene-109.8	4.33086878152273	3.17470191705845	1.79067764246783	1.77290531906302	0.0762443971408955	NA
augustus_masked-NW_019168381.1-processed-gene-109.9	3.36748833183742	0.843964815228915	1.70129876145564	0.496070904387666	0.61984438632059	NA
augustus_masked-NW_019168381.1-processed-gene-11.0	27.0219582353743	-0.902488624222571	1.33516407439178	-0.67593836707574	0.499079776945335	0.647936485908038
augustus_masked-NW_019168381.1-processed-gene-11.1	62.9570641254705	-0.0226791684805049	0.57491860038258	-0.0394476165241706	0.968533516934623	0.982161124208075
augustus_masked-NW_019168381.1-processed-gene-11.10	122.926926935023	0.26812638022826	0.494664240291267	0.542037120108747	0.587792934460586	0.719761008338266
augustus_masked-NW_019168381.1-processed-gene-11.11	1011.69813682315	-0.049243574550817	0.397263543205847	-0.123956943427101	0.901349366226996	0.942935728898952
augustus_masked-NW_019168381.1-processed-gene-11.12	17.8689167852643	-0.243095042806255	1.24025439225419	-0.196004178114156	0.844606895767055	0.909199044129482
augustus_masked-NW_019168381.1-processed-gene-11.13	34.6543866913043	-0.795604622265018	1.1669661404204	-0.681771813857771	0.495383249663672	0.644268283577245
augustus_masked-NW_019168381.1-processed-gene-11.14	179.399897540499	0.0654696016518314	0.47315394615121	0.138368499691026	0.889949191118346	0.937289412268742
augustus_masked-NW_019168381.1-processed-gene-11.15	680.040016527069	1.31776828943135	0.407695177313115	3.23223909126424	0.00122824241658114	0.00549577205468014
augustus_masked-NW_019168381.1-processed-gene-11.16	506.387598703966	-4.77594216474669	1.11920399816297	-4.2672668902057	1.97882369773451e-05	0.000133108874067608
augustus_masked-NW_019168381.1-processed-gene-11.17	56.7708778055832	1.24397448540936	0.896606282120765	1.38742557376127	0.165312031287842	0.314716678432892
augustus_masked-NW_019168381.1-processed-gene-11.18	249.132744536324	0.157052639686033	0.434521503072185	0.361438130393154	0.717771947873182	0.821124597963765
augustus_masked-NW_019168381.1-processed-gene-11.2	151.160147804927	-0.564849442836017	0.812052886545455	-0.695582088549598	0.486690586494577	0.636927109952047
augustus_masked-NW_019168381.1-processed-gene-11.3	2781.00618113331	2.52051089972031	0.509531600289281	4.94672145611639	7.54738537867505e-07	7.18425645951238e-06
augustus_masked-NW_019168381.1-processed-gene-11.4	81.5412281906904	-1.0489996308524	1.30237360430973	-0.805452158567341	0.420558803302589	0.575197957514332
augustus_masked-NW_019168381.1-processed-gene-11.5	23.7449739014207	-0.934802581125194	1.34110377139314	-0.697039707937084	0.485777944215457	0.636145289699411
augustus_masked-NW_019168381.1-processed-gene-11.6	322.033663453788	-1.16815800605734	0.342378730009456	-3.41188836708716	0.000645145277423951	0.00310091475832635
augustus_masked-NW_019168381.1-processed-gene-11.7	567.070175515426	-0.590399955948024	0.539947917304792	-1.09343871330233	0.274201223821973	0.441610590321422
augustus_masked-NW_019168381.1-processed-gene-11.8	86.9015343046778	-1.78822480517494	1.48295239004942	-1.20585449484009	NA	NA
augustus_masked-NW_019168381.1-processed-gene-11.9	61.8012157646872	-3.70535811303212	1.04424165932999	-3.54837223733208	0.000387619997810152	0.00199037444168164
augustus_masked-NW_019168381.1-processed-gene-110.0	4.48072844518128	0.245332941630143	1.66173787041515	0.147636366720614	0.882629753090217	NA
augustus_masked-NW_019168381.1-processed-gene-110.1	11.0342772571696	0.853246571260448	1.58427221248292	0.538573210170249	0.590181376886145	NA
augustus_masked-NW_019168381.1-processed-gene-110.10	44.7678823295309	1.67195536208527	1.52661563492685	1.09520387701609	0.27342732755298	0.440715932110155
augustus_masked-NW_019168381.1-processed-gene-110.11	7.9694812945684	1.6051577412644	1.59062259593787	1.00913802266085	0.312908445046661	NA
augustus_masked-NW_019168381.1-processed-gene-110.2	18.792030520873	1.26731108588754	1.60171111857381	0.791223255674205	0.428813723017258	0.58311731337522
augustus_masked-NW_019168381.1-processed-gene-110.3	5.91319986256218	0.591034553809138	1.66498468725114	0.35497897268048	0.722605344099956	NA
augustus_masked-NW_019168381.1-processed-gene-110.4	2.474522443017	1.57959348791888	1.78832232792206	0.883282316199833	0.377083755861809	NA
augustus_masked-NW_019168381.1-processed-gene-110.5	16.3708518526231	2.05509555023261	1.54983738763524	1.32600720993594	0.18483730921464	0.33847703266347
augustus_masked-NW_019168381.1-processed-gene-110.6	3.62055064132278	2.88243644028277	1.79622684137396	1.60471738529303	0.108556014155041	NA
augustus_masked-NW_019168381.1-processed-gene-110.7	9.86706669068521	1.33948490082926	1.59263888672244	0.841047466564029	0.400321343390952	NA
augustus_masked-NW_019168381.1-processed-gene-110.8	6.1343909440316	1.24175639830559	1.61107930413441	0.770760567229033	0.440848864309178	NA
augustus_masked-NW_019168381.1-processed-gene-110.9	11.8848047898425	1.20361394231298	1.59386973462719	0.75515201535244	0.45015777625702	0.602399464513704
augustus_masked-NW_019168381.1-processed-gene-111.0	11.1051633048894	1.00346507525027	1.56697107014146	0.640385195598844	0.521922205150475	NA
augustus_masked-NW_019168381.1-processed-gene-114.0	2.9716760966357	0.859818724126582	1.69745410314495	0.506534298944258	0.612481617826164	NA
augustus_masked-NW_019168381.1-processed-gene-114.1	30.4441341274047	2.25067141137849	1.53067729796181	1.47037616248402	0.141459903759015	0.282081112436455
augustus_masked-NW_019168381.1-processed-gene-114.2	8.38584821675381	1.53233671079342	1.59367135877374	0.96151361593929	0.336293982649346	NA
augustus_masked-NW_019168381.1-processed-gene-114.3	11.3464667950084	2.67526407267059	1.39569027954173	1.91680354293862	0.0552628946894566	NA
augustus_masked-NW_019168381.1-processed-gene-115.0	16.6511173272943	0.478906436215769	1.32943488308844	0.360233090245993	0.718672831048806	0.821224107053505
augustus_masked-NW_019168381.1-processed-gene-115.1	2.86964663258167	1.83798274757399	1.76713081629909	1.04009433292736	0.298296076298835	NA
augustus_masked-NW_019168381.1-processed-gene-115.2	4.60441215820149	1.53326199452751	1.62249162681553	0.945004565315911	0.344656545295321	NA
augustus_masked-NW_019168381.1-processed-gene-115.3	38.3849095228747	0.962827390651002	0.587340608654754	1.63929988232257	0.101150820540737	0.214670976816104
augustus_masked-NW_019168381.1-processed-gene-116.0	189.787200173964	-0.569750541573553	0.485432788701299	-1.17369603956468	0.24051679715888	0.403125329457325
augustus_masked-NW_019168381.1-processed-gene-116.1	491.632360171505	-1.22989147787222	0.377485198800905	-3.25811841571277	0.00112153595943851	0.00505191867443509
augustus_masked-NW_019168381.1-processed-gene-116.2	6.00571364855171	1.67113109388935	1.62328081420291	1.02947751200395	0.303255341823296	NA
augustus_masked-NW_019168381.1-processed-gene-116.3	2.53319669397745	0.843576792601707	1.79407387274922	0.4702018157753	0.638210836992274	NA
augustus_masked-NW_019168381.1-processed-gene-116.4	10.3689666059927	1.45463290152454	1.42608555553372	1.02001797569581	0.307719935599952	NA
augustus_masked-NW_019168381.1-processed-gene-117.0	6.31358130246261	1.28198405300186	1.60938251688133	0.796568894936235	0.42570144837439	NA
augustus_masked-NW_019168381.1-processed-gene-117.1	3.56339932728435	0.900508999380125	1.69871460473663	0.530112001668307	0.59603427836842	NA
augustus_masked-NW_019168381.1-processed-gene-117.2	18.0443422295969	2.15368746696798	1.55930334901068	1.38118568675839	0.167221874534016	0.316560734343005
augustus_masked-NW_019168381.1-processed-gene-118.0	1096.66526206872	2.76491760315048	0.542334980041763	5.0981730939383	3.42947158972415e-07	3.47772546133836e-06
augustus_masked-NW_019168381.1-processed-gene-118.1	4.87852224274435	1.74111290079798	1.74926433462453	0.995340078874755	0.319570891187227	NA
augustus_masked-NW_019168381.1-processed-gene-118.2	90.1026148053204	0.237092317961884	0.543866638081227	0.435938337380558	0.662881468856466	0.779088412435847
augustus_masked-NW_019168381.1-processed-gene-118.3	43.468759664567	-1.76670468766268	0.716522895469802	-2.46566397086908	0.0136759564546609	0.0433663003188818
augustus_masked-NW_019168381.1-processed-gene-118.4	5893.11793941999	-3.94096259674012	0.625035525235692	-6.30518176587489	2.87855876066882e-10	5.18654605270506e-09
augustus_masked-NW_019168381.1-processed-gene-118.5	17.3759561021225	1.6458956152798	1.54275549156092	1.06685448490254	0.286037550573971	0.452369731236892
augustus_masked-NW_019168381.1-processed-gene-119.0	679.030111237971	3.04807473570941	0.604899574401941	5.03897649245829	4.68027959474043e-07	4.6526129173331e-06
augustus_masked-NW_019168381.1-processed-gene-119.1	10.4415751835382	0.33258707001008	1.27673038783945	0.260499063214828	0.794478837822676	NA
augustus_masked-NW_019168381.1-processed-gene-119.2	13.6768844283212	1.04500436967577	1.47417147843996	0.708875721012897	0.478401602894228	0.630577684285141
augustus_masked-NW_019168381.1-processed-gene-119.3	37.2785117388982	1.51766557282987	1.36589067739213	1.11111789394999	0.266517606584429	0.435139587449335
augustus_masked-NW_019168381.1-processed-gene-119.4	45.7661436181594	-1.24248052520079	1.22761624682569	-1.01210824507539	0.311486300561939	0.47619648070757
augustus_masked-NW_019168381.1-processed-gene-12.0	364.982963926837	3.47696419767686	0.454384772948176	7.65202622243993	1.97836880957563e-14	6.76669196224343e-13
augustus_masked-NW_019168381.1-processed-gene-12.1	104.655991445243	-1.02815357642174	0.988592331364429	-1.04001775433834	0.298331652178882	0.463816081738816
augustus_masked-NW_019168381.1-processed-gene-12.10	577.729168943399	-0.385898410313319	0.549726259249053	-0.701982857505243	0.482689854136016	0.633334281954798
augustus_masked-NW_019168381.1-processed-gene-12.12	11.8278965452826	1.91912711388491	1.55514229861522	1.23405241796445	0.217183372369526	0.37880384221409
augustus_masked-NW_019168381.1-processed-gene-12.13	8.63832061730071	1.20505942030448	1.31410130265074	0.917021707438914	0.359131265221779	NA
augustus_masked-NW_019168381.1-processed-gene-12.2	39.3968147604897	1.83434505756905	1.2981772725287	1.41301584643826	0.157651064835668	0.30414899506537
augustus_masked-NW_019168381.1-processed-gene-12.3	344.457025922012	2.38762683973774	0.777180991984587	3.07216319539772	0.00212513505240296	0.00868168349420255
augustus_masked-NW_019168381.1-processed-gene-12.4	440.505866440357	1.28355567914149	0.494860956401422	2.59377035617311	0.00949298703878809	0.0319813820438637
augustus_masked-NW_019168381.1-processed-gene-12.6	26.1665006442916	1.68310107284916	1.55859678400665	1.07988229548534	0.280194598153073	0.446982370808617
augustus_masked-NW_019168381.1-processed-gene-12.7	11.5050261488411	1.68474512190899	1.56897833984597	1.07378481851724	0.282919135720364	0.449551823530468
augustus_masked-NW_019168381.1-processed-gene-12.8	23.1098697200837	0.495652944299738	1.26396321981449	0.392141904550422	0.694953366661958	0.805986145933236
augustus_masked-NW_019168381.1-processed-gene-12.9	16.295529571731	1.802064312288	1.34911566143072	1.33573744920946	0.181635104332773	0.33547501414143
augustus_masked-NW_019168381.1-processed-gene-120.0	42.9424237411053	-1.64687071290153	0.804677794613668	-2.04662129851887	0.040695281984744	0.105016725121756
augustus_masked-NW_019168381.1-processed-gene-120.1	6.27772083296026	1.6926008040159	1.64378592380177	1.02969661651636	0.303152444387037	NA
augustus_masked-NW_019168381.1-processed-gene-120.2	1988.52831251677	0.28623759518152	0.490957724090913	0.583018824505785	0.559880627927924	0.694109759762701
augustus_masked-NW_019168381.1-processed-gene-121.0	212.269888737576	0.296309094131824	0.337948585930812	0.876787495102841	0.380602072468131	0.540503154286198
augustus_masked-NW_019168381.1-processed-gene-121.1	30.8179848078853	-0.288290069587155	1.31153059755352	-0.219811928234782	0.826017629437553	0.898600310622632
augustus_masked-NW_019168381.1-processed-gene-121.2	14.4573226531338	1.03399771335846	1.309888645821	0.789378331247674	0.429890916721589	0.584188464608867
augustus_masked-NW_019168381.1-processed-gene-121.3	13.0376472934042	1.40346864316848	1.38509267155448	1.01326696183684	0.310932663699248	0.476088515257286
